"_prepare"	"acc"	"accuracy"	"average_response_time"	"avg_rt"	"background"	"bidi"	"canvas_backend"	"clock_backend"	"color_backend"	"compensation"	"confidence_immediate"	"coordinates"	"correct"	"correct_live_view"	"count_admin_check"	"count_check_confidence_imm"	"count_check_identification"	"count_check_made_identification"	"count_check_multiple_identification"	"count_check_proceeding_identification"	"count_confidence_imm"	"count_end_of_experiment"	"count_experiment"	"count_identification_task"	"count_instructions"	"count_instructions_after_multiple"	"count_instructions_after_proceed_identification"	"count_instructions_before_view"	"count_instructions_sequence"	"count_lineup_loop"	"count_lineup_sequence"	"count_live_lineup"	"count_live_view"	"count_logger"	"count_made_identification"	"count_multiple_identification"	"count_proceed_identification"	"count_repeat_lineup_sequence_identification"	"count_repeat_lineup_sequence_multiple"	"count_setting_sequence"	"cursor_x"	"cursor_y"	"datetime"	"description"	"disable_garbage_collection"	"empty_column"	"experiment_file"	"experiment_path"	"font_bold"	"font_family"	"font_italic"	"font_size"	"font_underline"	"foreground"	"form_clicks"	"form_response"	"fullscreen"	"height"	"identification"	"identification_made"	"identification_multiple"	"identification_proceed"	"keyboard_backend"	"live_row"	"live_row_instructions"	"live_row_lineup_loop"	"live_row_live_lineup"	"logfile"	"member"	"mouse_backend"	"opensesame_codename"	"opensesame_version"	"repeat_cycle"	"response"	"response_live_view"	"response_time"	"response_time_live_view"	"round_decimals"	"sampler_backend"	"sound_buf_size"	"sound_channels"	"sound_freq"	"sound_sample_size"	"start"	"subject_nr"	"subject_parity"	"synth_backend"	"time_admin_check"	"time_check_confidence_imm"	"time_check_identification"	"time_check_made_identification"	"time_check_multiple_identification"	"time_check_proceeding_identification"	"time_confidence_imm"	"time_end_of_experiment"	"time_experiment"	"time_identification_task"	"time_instructions"	"time_instructions_after_multiple"	"time_instructions_after_proceed_identification"	"time_instructions_before_view"	"time_instructions_sequence"	"time_lineup_loop"	"time_lineup_sequence"	"time_live_lineup"	"time_live_view"	"time_logger"	"time_made_identification"	"time_multiple_identification"	"time_proceed_identification"	"time_repeat_lineup_sequence_identification"	"time_repeat_lineup_sequence_multiple"	"time_setting_sequence"	"title"	"total_correct"	"total_response_time"	"total_responses"	"transparent_variables"	"uniform_coordinates"	"width"
"111"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"827"	"274"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6082"	"6082"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	NA	NA	"63719"	NA	NA	NA	NA	NA	"1595"	"61027"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"54945"	"63719"	NA	NA	NA	NA	NA	"54945"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"112"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"90"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"833"	"393"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5885"	"5885"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	NA	"79992"	"73652"	NA	NA	NA	"73652"	NA	"1595"	"69739"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"63853"	"79992"	NA	NA	NA	NA	NA	"63852"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"113"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"842"	"224"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"3913"	"3913"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	NA	"79992"	"86277"	NA	NA	NA	"73652"	NA	"1595"	"84035"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"80121"	"86278"	NA	NA	NA	NA	NA	"80120"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"114"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"846"	"469"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"4456"	"4456"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	NA	"79992"	"93894"	NA	NA	NA	"73652"	NA	"1595"	"90866"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"86410"	"93894"	NA	NA	NA	NA	NA	"86409"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"115"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"640"	"435"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6216"	"6216"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	NA	"79992"	"103427"	NA	NA	NA	"73652"	NA	"1595"	"100243"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"94026"	"103428"	NA	NA	NA	NA	NA	"94025"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"116"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"640"	"435"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"Yes"	"One"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6216"	"6216"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	"110034"	"79992"	"103427"	"106595"	"110034"	"138750"	"73652"	NA	"1595"	"100243"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"94026"	"138751"	"103462"	"106595"	"113222"	NA	NA	"94025"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"117"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"640"	"435"	"02/21/18 15:36:07"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Click to end"	"yes"	"768"	"No"	"Yes"	"One"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-72.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6216"	"6216"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"72"	"even"	"legacy"	"110034"	"79992"	"103427"	"106595"	"110034"	"138750"	"73652"	"138781"	"1595"	"100243"	"1595"	NA	NA	"1598"	"1598"	"43218"	"43218"	"43200"	"94026"	"141312"	"103462"	"106595"	"113222"	NA	NA	"94025"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"118"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"981"	"380"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"4535"	"4535"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	NA	"89938"	NA	NA	NA	NA	NA	"1618"	"77829"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"73293"	"89938"	NA	NA	NA	NA	NA	"73292"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"119"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"80"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"802"	"491"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"11186"	"11186"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"109176"	"105291"	NA	NA	NA	"105291"	NA	"1618"	"101252"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"90066"	"109176"	NA	NA	NA	NA	NA	"90065"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"120"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"90"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"1086"	"693"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"9349"	"9349"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"125208"	NA	NA	NA	"125208"	NA	"1618"	"118652"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"109303"	"128936"	NA	NA	NA	NA	NA	"109302"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"121"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"1179"	"668"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8252"	"8252"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"141155"	NA	NA	NA	"125208"	NA	"1618"	"137324"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"129072"	"141155"	NA	NA	NA	NA	NA	"129071"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"122"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"786"	"519"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7696"	"7696"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"153846"	NA	NA	NA	"125208"	NA	"1618"	"148980"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"141284"	"153846"	NA	NA	NA	NA	NA	"141283"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"123"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"625"	"561"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5645"	"5645"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"163093"	NA	NA	NA	"125208"	NA	"1618"	"159620"	"1618"	NA	NA	"1622"	"1622"	"73198"	"73198"	"73181"	"153974"	"163094"	NA	NA	NA	NA	NA	"153972"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"124"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"6"	"6"	"1"	"1"	"1"	"6"	"0"	"0"	"6"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"6"	"9"	"1"	"1"	"1"	"1"	"1"	"6"	"1032"	"236"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"11739"	"11739"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"204264"	"167101"	"170642"	NA	"125208"	NA	"1618"	"200748"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"189008"	"204264"	"163128"	"167101"	NA	NA	"188895"	"189007"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"125"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"7"	"7"	"1"	"1"	"1"	"7"	"0"	"0"	"7"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"7"	"10"	"1"	"1"	"1"	"1"	"1"	"7"	"935"	"713"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6987"	"6987"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"128935"	"214991"	"167101"	"170642"	NA	"125208"	NA	"1618"	"211387"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"204400"	"214991"	"163128"	"167101"	NA	NA	"188895"	"204399"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"126"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"80"	"relative"	"undefined"	"undefined"	"1"	"8"	"8"	"1"	"1"	"1"	"8"	"0"	"0"	"8"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"8"	"11"	"1"	"1"	"1"	"1"	"1"	"8"	"879"	"520"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8838"	"8838"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"230474"	"226801"	"167101"	"170642"	NA	"226801"	NA	"1618"	"223955"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"215117"	"230474"	"163128"	"167101"	NA	NA	"188895"	"215116"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"127"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"0"	"0"	"9"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"9"	"12"	"1"	"1"	"1"	"1"	"1"	"9"	"1193"	"518"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"9216"	"9216"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"230474"	"244329"	"167101"	"170642"	NA	"226801"	NA	"1618"	"239819"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"230603"	"244329"	"163128"	"167101"	NA	NA	"188895"	"230602"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"128"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"10"	"10"	"1"	"1"	"1"	"10"	"0"	"0"	"10"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"10"	"13"	"1"	"1"	"1"	"1"	"1"	"10"	"924"	"647"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"9561"	"9561"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"230474"	"256554"	"167101"	"170642"	NA	"226801"	NA	"1618"	"254027"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"244466"	"256554"	"163128"	"167101"	NA	NA	"188895"	"244465"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"129"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"11"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"11"	"14"	"1"	"1"	"1"	"1"	"1"	"11"	"653"	"706"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7290"	"7290"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	NA	"230474"	"267771"	"167101"	"170642"	NA	"226801"	NA	"1618"	"263971"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"256680"	"267771"	"163128"	"167101"	NA	NA	"188895"	"256679"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"130"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"11"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"11"	"14"	"1"	"1"	"1"	"1"	"1"	"11"	"653"	"706"	"02/21/18 15:40:58"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"Yes"	"One"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-90.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7290"	"7290"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"90"	"even"	"legacy"	"275332"	"230474"	"267771"	"272583"	"275332"	"297474"	"226801"	NA	"1618"	"263971"	"1618"	"170642"	NA	"1622"	"1622"	"188913"	"188913"	"73181"	"256680"	"297474"	"267806"	"272583"	"277861"	NA	"188895"	"256679"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
